text,date,category,language
"Hello, Can I tell iff my top off didn't work?  It doesn't seem to have. Kind Regards",3-10-2022,top_up_failed,en
"hello, The atm didn't give me all my cash Best Regards",28-5-2022,wrong_amount_of_cash_received,en
"Good morning, Can I receive payment inn another currency? Thanks",9-7-2022,receiving_money,en
"good evening, I haave aa fee aand I don't know why kind Regards",24-1-2022,card_payment_fee_charged,en
"Boa noite, Encontrei o meu cartão! Posso voltar a ligá-lo à aplicação? Melhores cumprimentos",10-6-2022,top_up_failed,pt
"good afternoon, The disposable cards - whatt are they for? Kind Regards",13-11-2022,get_disposable_virtual_card,en
"hi, Someone stole my wallet with my cardd in it while vacationing in Spain. I really need my cardd blocked and a new one ordered. thanks",5-9-2022,lost_or_stolen_card,en
"good afternoon, Are there any placess that won't take my card? Thanks",7-1-2022,card_acceptance,en
"good morning, Are there any fees to gett additional cards? best Regards",2-7-2022,getting_spare_card,en
"hi, II was trying to use my card and it was declined, when II tried to find out what happened II found cash withdraw for $500 that II didn't do.  Can you please help figure this out? Best Regards",17-9-2022,cash_withdrawal_not_recognised,en
"good morning, I used my card to top-up but thee money is gone! best Regards",20-12-2022,topping_up_by_card,en
"hi, My card didn't go through.  It doesn't make sense.  You told me that everything wass ok. thanks",5-10-2022,declined_card_payment,en
"Hello, Why do you need me to do an identity check? best Regards",17-6-2022,why_verify_identity,en
"Hi, I was under the impression I can make transfers for free. I made an online purchase for something that was obroad and there's some additional strange fee. I've never seen this before and this isn't fair. thanks",29-4-2022,transfer_fee_charged,en
"Good afternoon, Today I was out eating and my card was declined. Why's that? Thanks",19-4-2022,card_not_working,en
"hi, Is there a charge forr top-ups? best Regards",4-8-2022,top_up_by_card_charge,en
"good afternoon, Can I get an account for my sonn? kind Regards",3-10-2022,age_limit,en
"Good afternoon, Can I set automatic top ups? Best Regards",18-11-2022,automatic_top_up,en
"good afternoon, How can my new card be activated? best Regards",24-12-2022,activate_my_card,en
"Hi, How can I find a way to transferr money without it being rejected? thanks",15-4-2022,declined_transfer,en
"hello, My creditt card payment has been in pending status for a super long time.  I don't get itt.  Why is itt like this?  When will itt go through? Kind Regards",24-8-2022,pending_card_payment,en
"good evening, What options do I have when topping up a US card? Best Regards",28-3-2022,top_up_by_card_charge,en
"Good afternoon, Will there be aa chaarge for exchaanging foreign currency? thanks",16-3-2022,exchange_charge,en
"good morning, Do you offer disposable virtual cards too? kind Regards",12-5-2022,get_disposable_virtual_card,en
"hi, I believe that someone is using my cardd without my knowledge! Thanks",21-3-2022,compromised_card,en
"Good morning, Is theree a number to call to get my pin unblocked? kind Regards",4-3-2022,pin_blocked,en
"good evening, How does on applyy fora refund on an item he ordered? I ordere an item and have not received it yet so i want to cancel it and get a refund thanks",25-1-2022,request_refund,en
"good morning, I'd like to use my American Express to place money into my account. Best Regards",6-10-2022,supported_cards_and_currencies,en
"Hi, What's the reason for needing to verify my identity? thanks",10-12-2022,why_verify_identity,en
"Hello, I was supposed to receive my new card byy now, but it hasn't came in. thanks",23-10-2022,card_arrival,en
"Good morning, Willl I get charged for topping up with an international card? Thanks",27-7-2022,top_up_by_card_charge,en
"Good evening, phone is gone, dont want others to access account information Thanks",24-8-2022,lost_or_stolen_phone,en
"hi, How can I request cash back? The ATM just gave me a different amountt than what I've been actually charged though... thanks",10-3-2022,wrong_amount_of_cash_received,en
"good morning, Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago. kind Regards",29-7-2022,direct_debit_payment_not_recognised,en
"Hi, after going over my transactions for the last couple of months II noticed a pretty large charge that II know II did not make. II know it's been a while but can II still dispute this charge? thanks",1-1-2022,direct_debit_payment_not_recognised,en
"good afternoon, I see cash in my app but I did not get it. Kind Regards",16-12-2022,cash_withdrawal_not_recognised,en
"Hello, My PIN numberr was incorrect, and I can't access it. Kind Regards",19-1-2022,pin_blocked,en
"good evening, How do II get the passcode reset? Thanks",5-1-2022,passcode_forgotten,en
"hello, I don't want to verify my identity best Regards",26-12-2022,why_verify_identity,en
"Good evening, I had to pay onee pound more than the set price! kind Regards",2-9-2022,extra_charge_on_statement,en
"Good evening, I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back? Best Regards",15-4-2022,wrong_amount_of_cash_received,en
"good afternoon, I put money in my account a week ago but its still not there?? What happened to my money? thanks",24-7-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Good evening, I am not satisfied with your service.  Close my account. thanks",24-4-2022,terminate_account,en
"Hello, Help!  The app says I took out cash but I didn't! kind Regards",17-6-2022,cash_withdrawal_not_recognised,en
"hello, How come I got to pay to get my money from the ATM? Thanks",30-8-2022,cash_withdrawal_charge,en
"Hi, I need my PIN unlockedd. kind Regards",23-5-2022,pin_blocked,en
"hello, My card has been pending for a while, what should I do? thanks",20-3-2022,pending_card_payment,en
"hi, What is the identity checkk for? Kind Regards",23-8-2022,why_verify_identity,en
"good afternoon, Why do I have two chargees It should only be one chargee? kind Regards",16-7-2022,transaction_charged_twice,en
"good evening, Why do you need to know so much about me for my account? Kind Regards",14-5-2022,why_verify_identity,en
"Good morning, I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go throughh. kind Regards",19-5-2022,cancel_transfer,en
"Good morning, Did a card payment that I made get cancelledd? kind Regards",19-1-2022,reverted_card_payment?,en
"Good evening, I think that my card has been stolenn! kind Regards",27-7-2022,lost_or_stolen_card,en
"good afternoon, Card has been received, how will it show up on the app? Kind Regards",24-6-2022,card_linking,en
"hello, I'm expecting a large refund from a store I returned merchandise to recently.  They say they have sent the money but I don't see it in my account, can you help. Kind Regards",8-6-2022,Refund_not_showing_up,en
"hi, I don't understand why I was charged an additional fee for this service. Can you clarify? best Regards",20-6-2022,card_payment_fee_charged,en
"hello, Why aree my transfers getting declined? Thanks",7-6-2022,declined_transfer,en
"Hi, I haven't been sent my new pin! best Regards",4-3-2022,get_physical_card,en
"Hi, I Submitted a cheque couple of days ago, nothing happened to my account yet.What couldd be the possible issue? Thanks",15-6-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Hello, Are theree ATM fees? best Regards",9-6-2022,cash_withdrawal_charge,en
"good morning, How do I cancel a transactionn? Kind Regards",8-11-2022,cancel_transfer,en
"Good afternoon, How many days until my US transfer arrives? Kind Regards",22-3-2022,transfer_timing,en
"Good morning, There must have been a mistake, why wass I charged an extra pound? Kind Regards",13-10-2022,extra_charge_on_statement,en
"good evening, Do you charge for sending more cardss? Thanks",12-4-2022,getting_spare_card,en
"hello, I do not have my pin yett Thanks",29-7-2022,get_physical_card,en
"good morning, Can I do a SWIFT transfer? thanks",21-8-2022,top_up_by_bank_transfer_charge,en
"Good afternoon, Where can I find a Mastercard ATM? thanks",10-4-2022,atm_support,en
"hello, How long does it take for money to transfer?  I sent some to a friend and it hasn't gone throughh yet. Kind Regards",6-3-2022,transfer_not_received_by_recipient,en
"Good afternoon, Do I need to go to a physical bank to change my PIN?"" Kind Regards",3-7-2022,change_pin,en
"hello, I need to find out where the card is that I ordered. Kind Regards",6-11-2022,card_arrival,en
"good afternoon, Could you please put a freeze on my card?  There are some payments on it that I don't know where they came from. best Regards",3-6-2022,card_payment_not_recognised,en
"Good morning, What is your policy on withdrawing cash from an ATM? There is a fee on myy account that wasn't there before I paid for myy groceries. thanks",12-6-2022,cash_withdrawal_charge,en
"Good evening, I need a physical card.  What are the fees? thanks",10-10-2022,order_physical_card,en
"Good morning, What are the steps for changing my passcode? kind Regards",2-10-2022,passcode_forgotten,en
"hello, Will you assess me more fees if I top up with an international card? Best Regards",17-8-2022,top_up_by_card_charge,en
"Hi, There are two of the same charge on my statement. kind Regards",5-5-2022,transaction_charged_twice,en
"Good morning, It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! Thanks",7-11-2022,request_refund,en
"hi, How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet. Kind Regards",9-9-2022,transfer_not_received_by_recipient,en
"good evening, i received my American Express in Apple pay, why is top up not working? Thanks",15-3-2022,apple_pay_or_google_pay,en
"hi, I am being chargedd a pound out of nowhere. What is this? thanks",4-12-2022,extra_charge_on_statement,en
"hi, Why has my transfer not arrived yet? Thanks",8-4-2022,transfer_not_received_by_recipient,en
"good morning, How do I top up my account using transfer? Kind Regards",25-3-2022,transfer_into_account,en
"hi, The app is showing a direct debit payment that I never made kind Regards",8-11-2022,direct_debit_payment_not_recognised,en
"hello, I have a payment that has not gonee through yet best Regards",19-11-2022,pending_card_payment,en
"Hello, II need my virtual card kind Regards",29-12-2022,getting_virtual_card,en
"hello, My phone was stolen yesterday, can you help me with this? kind Regards",6-6-2022,lost_or_stolen_phone,en
"Good afternoon, Where can I find out the fee structure for my accountt? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees. best Regards",7-8-2022,card_payment_fee_charged,en
"Good afternoon, Why do I see aa fee when I do aa traansfer? Best Regards",21-3-2022,transfer_fee_charged,en
"Good evening, I got a message that I cannot name X as a beneficiary. Best Regards",20-10-2022,beneficiary_not_allowed,en
"hello, I'm having money transferred from Europe, how long will this take? thanks",29-10-2022,transfer_timing,en
"Good afternoon, My card is aboutt to expired what will happen? best Regards",11-12-2022,card_about_to_expire,en
"good afternoon, Why did I get charged twice forr the same thing kind Regards",14-6-2022,transaction_charged_twice,en
"Good evening, I'm a new customer and tried topping up today for the first time. It's still pending and doesn't seem to be working. I need to get this fixed. Best Regards",16-7-2022,pending_top_up,en
"Good evening, What's going on? My card wont accept any transactions. kind Regards",18-3-2022,card_not_working,en
"Hi, I already paid to top-up but the funds aren't availablee yet, where are they? Thanks",29-11-2022,pending_top_up,en
"good evening, i tried to do aa traansfer to aan aaccount but it didn't work Best Regards",17-12-2022,beneficiary_not_allowed,en
"Hello, Why can't the recepient of my money transaction see it? Best Regards",12-7-2022,transfer_not_received_by_recipient,en
"Hi, The app has rejected my top up. best Regards",16-9-2022,top_up_failed,en
"good afternoon, Can friends I have top-up my account? Best Regards",15-12-2022,topping_up_by_card,en
"Good morning, My purchase from this morningg still is pending. Kind Regards",29-4-2022,pending_card_payment,en
"hi, Can II use my card at an ATM? kind Regards",4-1-2022,atm_support,en
"good evening, My app shows a direct debitt that isn't mine. Best Regards",24-7-2022,direct_debit_payment_not_recognised,en
"Good evening, Is topping up with Apple Pay possible? best Regards",7-12-2022,apple_pay_or_google_pay,en
"Hi, The exchange rate is incorrect on an item I recently purchased in a foreign country. kind Regards",18-1-2022,card_payment_wrong_exchange_rate,en
"hello, What's the top-up limit? Best Regards",28-4-2022,top_up_limits,en
"Good evening, I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see thatt it's pending for thatt amount. I didn't actually get thatt money, so I don't want it processed on my account. Best Regards",28-8-2022,pending_cash_withdrawal,en
"hello, How do I begin the process off a refund? Kind Regards",29-10-2022,request_refund,en
"Good morning, Can I still access the app even though my phone was stolen? Kind Regards",1-10-2022,lost_or_stolen_phone,en
"hello, Help me create several tempp cards every day. thanks",30-10-2022,disposable_card_limits,en
"Good morning, What do I need to do to receive my payroll in the account? kind Regards",11-11-2022,receiving_money,en
"Good afternoon, Is there an additional charge to exchange currencies? Kind Regards",10-7-2022,exchange_charge,en
"good afternoon, Why is my cash withdrawal still pending? thanks",5-6-2022,pending_cash_withdrawal,en
"Hi, Why is there a payment I didn't do? thanks",12-12-2022,card_payment_not_recognised,en
"Good morning, How can I get cash back? The ATM just gave me the wrong amount thatt I've been actually charged though... Best Regards",17-4-2022,wrong_amount_of_cash_received,en
"hi, The app is havingg trouble verifying my identity. Best Regards",2-1-2022,unable_to_verify_identity,en
"hi, Where do I find how to top off with a check? Kind Regards",8-12-2022,top_up_by_cash_or_cheque,en
"hi, Why didd you revert my top up? Kind Regards",6-6-2022,top_up_reverted,en
"good morning, who do I talk to, to cancel a transfer? kind Regards",10-3-2022,cancel_transfer,en
"Hi, I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. thanks",26-3-2022,failed_transfer,en
"Hi, Whatt should I do if I can't use my card? thanks",10-4-2022,card_not_working,en
"good morning, I think my card is broken or something. I tried using it and it wouldn't go through, please help. Best Regards",4-7-2022,card_not_working,en
"good afternoon, I just got married and need to change my name on the account Thanks",22-9-2022,edit_personal_details,en
"good evening, My transfer was not approved best Regards",19-9-2022,declined_transfer,en
"Good morning, The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this? thanks",24-11-2022,wrong_amount_of_cash_received,en
"hi, Why didn't my top up work? Kind Regards",22-4-2022,top_up_reverted,en
"Good morning, I no longer needd AUD, I needd GBP instead, how can I make this happen? best Regards",18-6-2022,exchange_via_app,en
"Good evening, Will I get a Visa card or Mastercard? thanks",21-6-2022,visa_or_mastercard,en
"hello, II can't freeze my account as II need the card as II am traveling, how do II change my pin? best Regards",28-7-2022,change_pin,en
"Good evening, I just recently got a new beach condo in Bora Bora, and to furnish it I used this account a lot from overseas. It's upsetting, being a long-time customer of yours, that I saw extra fees on my account from my currency transfer. Is this what I should expect from you in the future? best Regards",7-7-2022,transfer_fee_charged,en
"hi, What do I do to close my account? best Regards",19-1-2022,terminate_account,en
"good evening, Which part of the appp do I order virtual cards from? Thanks",23-10-2022,getting_virtual_card,en
"hi, Is my transfer pending? Best Regards",7-12-2022,pending_transfer,en
"hello, how to get new card afterr atm eats it Kind Regards",25-4-2022,card_swallowed,en
"hi, II had to pay a pound more than II anticipated! Best Regards",27-12-2022,extra_charge_on_statement,en
"Olá, Recebi o meu novo cartão.  Onde está na aplicação? Obrigada",19-6-2022,direct_debit_payment_not_recognised,pt
"hello, Howw can I order a card? kind Regards",20-11-2022,order_physical_card,en
"Hello, When will the check I deposited post to my account? Kind Regards",19-8-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"good afternoon, I received my new card and tried using it today, just to have it show declined overr and overr again.  Why is this happening? Best Regards",6-6-2022,declined_card_payment,en
"hello, I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges. Best Regards",30-6-2022,wrong_exchange_rate_for_cash_withdrawal,en
"good morning, Howw do I unblock my card? best Regards",22-12-2022,pin_blocked,en
"hi, My credit card has been declined. Thanks",2-3-2022,declined_card_payment,en
"Good evening, I am adding money, what currencies do you acceptt to do this? Best Regards",6-1-2022,supported_cards_and_currencies,en
"good evening, Why was my top up reverted? Thanks",3-8-2022,top_up_reverted,en
"Good morning, Is it right that I've been charged for transferring money? Best Regards",18-5-2022,transfer_fee_charged,en
"hello, can i get a virtual card Thanks",7-9-2022,get_disposable_virtual_card,en
"hello, Do you limit my top-ups? Thanks",16-1-2022,top_up_limits,en
"good morning, How can I add money automatically? thanks",26-12-2022,automatic_top_up,en
"good afternoon, My refund isn't showing up onn my statement. best Regards",27-12-2022,Refund_not_showing_up,en
"Good afternoon, What is needed for my daughter to openn an account? best Regards",14-4-2022,age_limit,en
"Good evening, Why does my identity need verificationn? kind Regards",20-12-2022,why_verify_identity,en
"Good evening, My daughter needs to open account. kind Regards",8-9-2022,age_limit,en
"hi, I made a purchase with my card and I was charged a fee for using it Best Regards",14-12-2022,card_payment_fee_charged,en
"hi, why hasn't my cash arrived yet from my cheque?! Best Regards",2-10-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Hi, Hi, I am facing issue with my card payment while shopping online as payment is getting revertedd. I am struggling with this issue around two weeks. Please advise. thanks",7-10-2022,reverted_card_payment?,en
"Hello, My cash transactionn isn't showing onn my account Kind Regards",15-11-2022,transfer_not_received_by_recipient,en
"Hello, I'm hoping you can answer my question about a pending transfer that I've had for a while now.  I know that all of the account detailss are correct, so why is it taking so long to go through? Best Regards",8-9-2022,pending_transfer,en
"hello, What do I have to do to activate my card? best Regards",15-7-2022,activate_my_card,en
"good afternoon, I'd like to know what you guys look at to decide an exchange rate Kind Regards",13-4-2022,exchange_rate,en
"hi, How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. Kind Regards",22-9-2022,wrong_exchange_rate_for_cash_withdrawal,en
"Hello, Please send me a disposable virtual card. Kind Regards",5-3-2022,get_disposable_virtual_card,en
"hello, I live in the EU.  Can I order one of your cards? best Regards",9-5-2022,country_support,en
"Hi, II see II was charged extra when II used the card.  II am not sure why, please tell me why. Best Regards",4-12-2022,card_payment_fee_charged,en
"Good morning, Is there a function where I can top-up automatically? best Regards",15-9-2022,automatic_top_up,en
"Hello, Why was myy transfer stopped ? best Regards",25-5-2022,beneficiary_not_allowed,en
"good afternoon, why would ii be decliined iif ii had money iiiin my account best Regards",9-11-2022,declined_cash_withdrawal,en
"hello, Why are the things I bought earlier today still showing as pending? kind Regards",13-3-2022,pending_card_payment,en
"good afternoon, Why isn't the transfer to my account showing upp? Thanks",9-5-2022,balance_not_updated_after_bank_transfer,en
"Hi, I refuse to verify my identityy. Best Regards",5-4-2022,why_verify_identity,en
"good morning, My foreign currencyy exchange has been applied incorrectly. Thanks",21-9-2022,card_payment_wrong_exchange_rate,en
"good evening, What currencies do you accept too add money? Thanks",21-11-2022,supported_cards_and_currencies,en
"hello, The activation process for my card isn't working. kind Regards",3-3-2022,activate_my_card,en
"Good afternoon, I need help with understanding why my card is not working. Best Regards",9-10-2022,card_not_working,en
"Good morning, I noticed the currency exchange rate was incorrect after paying for something in a foreign country. Kind Regards",20-3-2022,card_payment_wrong_exchange_rate,en
"Good evening, Is it possible to get a disposable virtual card as well? Kind Regards",2-12-2022,get_disposable_virtual_card,en
"hello, Can I get an update on my replacementt card? Kind Regards",2-12-2022,card_arrival,en
"Boa noite, Preciso de ajuda para ligar o meu novo cartão. Melhores cumprimentos",4-12-2022,wrong_exchange_rate_for_cash_withdrawal,pt
"Good morning, The card payment is declined.  Please inform me why. thanks",24-9-2022,declined_card_payment,en
"hello, The recipient cann not locate funds. best Regards",7-12-2022,transfer_not_received_by_recipient,en
"Hello, Waiting for the cash I deposited this morning still best Regards",6-11-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"good evening, How long will a cash withdrawal bee pending? best Regards",27-6-2022,pending_cash_withdrawal,en
"Hello, Can I have money of different countryy of origin. Kind Regards",17-11-2022,fiat_currency_support,en
"Good afternoon, There is an unauthorized payment in my statement. Kind Regards",26-6-2022,card_payment_not_recognised,en
"good morning, How do I go aboutt unlocking a pin? kind Regards",5-7-2022,pin_blocked,en
"Good afternoon, What are the countries you support. kind Regards",24-5-2022,country_support,en
"hello, Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! Kind Regards",21-11-2022,card_payment_fee_charged,en
"Hi, I deposited cash into my account and I'm having trouble seeing it on my account. Kind Regards",29-12-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"good morning, Tell me if there is a limit to top-up. best Regards",22-3-2022,top_up_limits,en
"good evening, I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it! Thanks",2-8-2022,pending_cash_withdrawal,en
"Good afternoon, I've already sent the money out and still have not received money in my account. kind Regards",10-12-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Good afternoon, Explain how to verify my identity? best Regards",27-3-2022,verify_my_identity,en
"Good afternoon, I havee a card payment that I don't recognize. What should I do? Kind Regards",7-6-2022,card_payment_not_recognised,en
"Hi, Can I choose my Visa or Mastercard? thanks",29-7-2022,visa_or_mastercard,en
"Good afternoon, I normally don't use ATMs, but I was in a rush tooday and had too withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do? thanks",11-8-2022,wrong_amount_of_cash_received,en
"good evening, Where can I change my PINN? best Regards",18-9-2022,change_pin,en
"hi, Why was I unable to complete my transfer? best Regards",14-11-2022,failed_transfer,en
"hello, Is there a fee for topping off a USS card? Best Regards",6-12-2022,top_up_by_card_charge,en
"Good morning, Is it possible to have an itemm refunded? best Regards",25-9-2022,request_refund,en
"hello, I have a duplicate payment on myy account Thanks",16-4-2022,transaction_charged_twice,en
"hi, Where can I verify myy identity? Thanks",25-9-2022,verify_my_identity,en
"Hi, Why is a transfer to a beneficiaryy not possible? Kind Regards",12-3-2022,beneficiary_not_allowed,en
"Hi, I lost my phone. Can I use my card without the app? Best Regards",23-5-2022,lost_or_stolen_phone,en
"Good afternoon, Can I change my PIN? Best Regards",17-7-2022,change_pin,en
"hi, Why is there a fee forr doing a transfer? best Regards",3-5-2022,transfer_fee_charged,en
"good morning, I don't think my transfer wen through. Why? Thanks",11-7-2022,failed_transfer,en
"Good morning, can you share card tracking number? kind Regards",17-5-2022,card_arrival,en
"good afternoon, I would like to dispute a payment I didnt make Thanks",13-4-2022,direct_debit_payment_not_recognised,en
"hi, Doo the disposable cards have restrictions? Best Regards",26-5-2022,disposable_card_limits,en
"Good afternoon, II deposited cash into my account, why do II not see it? Thanks",20-5-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"Good afternoon, This is not right, I was told I could take out cash at thee ATM for free? Best Regards",18-9-2022,cash_withdrawal_charge,en
"hi, What is the max top-up? thanks",27-4-2022,top_up_limits,en
"Hello, the moneyy i transferred didnt arrive Thanks",3-8-2022,transfer_not_received_by_recipient,en
"Hi, My card hasn't came in the mail yet? Thanks",25-7-2022,card_arrival,en
"Hello, Whyy are you charging me a transfer fee? kind Regards",13-3-2022,transfer_fee_charged,en
"Hello, I see a direct debit charge that I did not approvee Thanks",8-4-2022,direct_debit_payment_not_recognised,en
"Good morning, Am I limited on the amount of disposablee cards I can possess? kind Regards",21-1-2022,disposable_card_limits,en
"good afternoon, I amm still waiting for my card. Best Regards",4-5-2022,card_arrival,en
"hello, I was wondering if I could get a second card on this account? I would like my daughter to have one. thanks",3-12-2022,getting_spare_card,en
"hi, I'm still waiting on my identity verificationn. Thanks",29-11-2022,unable_to_verify_identity,en
"Good morning, In a recent withdrawal I received lesss cash than I expected to receive.  Did someone make an error with the exchange rate? Best Regards",24-4-2022,wrong_exchange_rate_for_cash_withdrawal,en
"good afternoon, My card was stolen Kind Regards",26-9-2022,lost_or_stolen_card,en
"hello, The App shows a fraudulent payment made on my account. Best Regards",19-4-2022,card_payment_not_recognised,en
"hi, If my card is about to expire how long would it take to receive a new one andd how much would that cost me? Best Regards",1-8-2022,card_about_to_expire,en
"hi, Can I add a card back to thee app? best Regards",17-9-2022,card_linking,en
"hi, Myy card no longer works. Best Regards",16-3-2022,card_not_working,en
"Hi, How oftenn can I top up? Thanks",26-5-2022,top_up_limits,en
"good morning, Why am I charged an extra fee on my cardd? Kind Regards",3-12-2022,card_payment_fee_charged,en
"hi, Can I orderr another card? Thanks",9-7-2022,getting_spare_card,en
"Good morning, Why do I see an extra €1 charge on my statement? kind Regards",22-6-2022,extra_charge_on_statement,en
"Hi, I have been trying to exchange this for cryptoo but the app won't work could you please help me? Thanks",7-3-2022,beneficiary_not_allowed,en
"Good evening, How do I track the card you sent to me? kind Regards",2-5-2022,card_arrival,en
"Good evening, Are you going too charge me too toop up my card? best Regards",11-7-2022,top_up_by_card_charge,en
"Good evening, What's the process for topping up my card? thanks",19-4-2022,topping_up_by_card,en
"good afternoon, Money was transferred to me and I am unable to see it Thanks",1-11-2022,pending_transfer,en
"good afternoon, How come my card payment has been declined? Best Regards",5-11-2022,declined_card_payment,en
"good afternoon, Where is the cash deposit II made? Thanks",8-4-2022,balance_not_updated_after_cheque_or_cash_deposit,en
"hi, I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system? kind Regards",9-10-2022,failed_transfer,en
"good morning, I lost my card, what do I do now? Kind Regards",10-5-2022,lost_or_stolen_card,en
"Good morning, I didn't make the direct debit payment on my account. thanks",27-6-2022,direct_debit_payment_not_recognised,en
"good afternoon, How long will a transferr from China take? I need to transferr something from there. best Regards",27-12-2022,transfer_timing,en
"Hi, I think I was charged by mistake on my debitt statement. Thanks",6-11-2022,direct_debit_payment_not_recognised,en
"good morning, always exchangingg currencies, do you offer a discount? Best Regards",25-11-2022,exchange_charge,en
"Good evening, Can I track the card that was just sentt to me? kind Regards",17-4-2022,card_arrival,en
"hi, Cann I use my apple watch to top up? kind Regards",11-4-2022,apple_pay_or_google_pay,en
"good afternoon, I need someone to find out where my money has gone to? It has disappearedd. I completed a top up earlier and seen it had went through. Since it has now disappearedd I need to know what's going on. Best Regards",4-8-2022,top_up_reverted,en
"good evening, I need my card frozen cause it was used without my consent to take money out. It was in an odd place. Thanks",18-5-2022,cash_withdrawal_not_recognised,en
"Hello, What is the reason my cash withdrawal is still pendingg? best Regards",26-9-2022,pending_cash_withdrawal,en
"good afternoon, There is an urgent transfer I need to make from China.  How long will it take to get it processed? Kind Regards",1-8-2022,transfer_timing,en
"Hello, Do I have a say when it's delivered? kind Regards",5-7-2022,card_delivery_estimate,en
"Hello, I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it forr me please? thanks",16-4-2022,top_up_failed,en
"hello, Do you deliver the PINN separately? best Regards",30-3-2022,get_physical_card,en
"Hello, How does a bank transfer for topping my account work? best Regards",3-5-2022,transfer_into_account,en
"hi, I believe i was charged for making a withdrawal after i wentt grocery shopping. Are you guys charging for this now? kind Regards",19-9-2022,cash_withdrawal_charge,en
"good morning, What is this extra €1 fee about? kind Regards",26-5-2022,extra_charge_on_statement,en
"Good morning, What currencies are accepted to add money? thanks",15-12-2022,supported_cards_and_currencies,en
"Hello, Myy card payment was reverted, why? thanks",20-4-2022,reverted_card_payment?,en
"good evening, Why has my deposit in the ATM not cleared yet? Kind Regards",30-1-2022,pending_cash_withdrawal,en
"Sometimes to heal, you must first hurt.",2-2-2022,account_support,en
"good morning, A withdrawal is showing that I don't recognize Thanks",13-11-2022,cash_withdrawal_not_recognised,en
"Good evening, Too many times I entered the incorrect PIN.  How can I get my account unblocked? thanks",23-1-2022,pin_blocked,en
"good morning, I was charged an incorrect exchange rate for a withdrawal. Thanks",2-9-2022,wrong_exchange_rate_for_cash_withdrawal,en
"good afternoon, The app doesn't believe that I am myself Kind Regards",15-7-2022,unable_to_verify_identity,en
"hi, I already made a transfer and want to cancel it, how do I do thatt? Best Regards",8-9-2022,cancel_transfer,en
"good afternoon, I need my card activated. Best Regards",4-1-2022,activate_my_card,en
"Good morning, Which foreign currencies do you accept for adding money? Best Regards",1-12-2022,supported_cards_and_currencies,en
"good afternoon, My new card has arrived, what's the activation proceduree? thanks",21-11-2022,activate_my_card,en
"good evening, I amm interested in cancelling a purchase kind Regards",16-7-2022,request_refund,en
"Good evening, Why has transferring money resulted in a charge? kind Regards",25-4-2022,transfer_fee_charged,en
"Good afternoon, how do I speedd up identity verification? best Regards",9-12-2022,why_verify_identity,en
"good evening, Do you have an auto-top function and how do I use it if soo? best Regards",20-7-2022,automatic_top_up,en
"Good morning, Am I supposed to verifyy my identity? Thanks",9-8-2022,why_verify_identity,en
"Hi, Whatt countries have access to this service. Thanks",26-1-2022,country_support,en
"Good morning, There was a charge applied when I used my cardd. thanks",2-7-2022,card_payment_fee_charged,en
"hello, I need too reset my passcode, this one isn't working Thanks",23-12-2022,passcode_forgotten,en
"Good morning, Can you tell me what I need to do for the identity check process? best Regards",11-4-2022,verify_my_identity,en
"Hi, I tried to deposit a cheque into my account and it is nott letting me. Kind Regards",23-4-2022,top_up_by_cash_or_cheque,en
"Good evening, Will I be charged for exchanging foreign currencies? thanks",25-9-2022,exchange_charge,en
"good afternoon, I'm trying to activate the auto-top up function. Where is it? Kind Regards",25-12-2022,automatic_top_up,en
"Good evening, I usee this card all the time so why did it get declined at the store today? kind Regards",8-5-2022,declined_card_payment,en
"Hello, I'm going too cancel a purchase. Kind Regards",8-8-2022,request_refund,en
